RA,Nome Anonimizado,Fase,Pedra_Atual,IEG,IPS,IPP,IPV,Idade_Atual,Anos_de_Passos_Magicos
RA-1618,Aluno-1618,5M,Ametista,7.908496732000001,7.51,7.5,6.83,17,0
RA-1619,Aluno-1619,5M,Ametista,9.259259259333334,7.51,7.5,7.205,15,0
RA-162,Aluno-162,4,Ametista,8.5,7.5,,6.542,14,1
RA-1620,Aluno-1620,5N,Agata,6.666666666666667,7.51,7.5,7.05,17,0
RA-1621,Aluno-1621,5N,Topázio,10.0,6.26,8.333333333,8.446666667,17,0
RA-1622,Aluno-1622,5N,Topázio,10.0,7.51,8.333333333,7.89,17,0
RA-1623,Aluno-1623,6A,Ametista,8.518518518666667,6.26,7.8125,7.666,17,0
RA-1624,Aluno-1624,6A,Ametista,9.460317460333334,7.51,7.8125,7.636,18,0
RA-1625,Aluno-1625,6A,Agata,7.112887113,7.51,7.1875,6.896,17,0
RA-1626,Aluno-1626,6A,Topázio,9.696969697,7.51,8.28125,8.404,16,0
RA-1627,Aluno-1627,6A,Ametista,7.777777777666667,7.51,7.65625,8.172,17,0
RA-1628,Aluno-1628,6A,Ametista,8.509823509666667,7.51,6.875,6.798,16,0
RA-1629,Aluno-1629,6A,Ametista,8.645502645666667,7.51,7.1875,7.266,17,0
RA-163,Aluno-163,4,Ágata,7.9,5.6,,6.5,15,1
RA-1630,Aluno-1630,6L,Topázio,9.833333333333334,7.51,8.25,8.702,16,0
RA-1631,Aluno-1631,6L,Topázio,10.0,7.51,8.5,8.468,17,0
RA-1632,Aluno-1632,6L,Topázio,10.0,7.51,7.75,8.066,16,0
RA-1633,Aluno-1633,8B,,0.0,,,,21,3
RA-1634,Aluno-1634,8B,,0.0,,,,21,3
RA-1635,Aluno-1635,8D,,0.0,,,,20,3
RA-1636,Aluno-1636,8E,,0.0,,,,20,3
RA-1637,Aluno-1637,9,INCLUIR,0.0,,,,23,3
RA-1638,Aluno-1638,9,INCLUIR,0.0,,,,22,3
RA-1639,Aluno-1639,9,INCLUIR,0.0,,,,21,3
RA-164,Aluno-164,4,Ágata,7.3,5.6,,7.208,16,4
RA-164,Aluno-164,FASE 5,Quartzo,8.2,2.52,6.875,6.9625,17,5
RA-164,Aluno-164,5L,Agata,8.084795321666666,6.26,6.25,6.886666667,18,3
RA-1640,Aluno-1640,9,INCLUIR,0.0,,,,23,3
RA-1641,Aluno-1641,9,INCLUIR,0.0,,,,22,3
RA-1642,Aluno-1642,9,INCLUIR,0.0,,,,23,3
RA-1643,Aluno-1643,9,INCLUIR,0.0,,,,22,3
RA-1644,Aluno-1644,9,INCLUIR,0.0,,,,21,3
RA-1645,Aluno-1645,9,INCLUIR,0.0,,,,23,3
RA-1646,Aluno-1646,9,INCLUIR,0.0,,,,21,3
RA-1647,Aluno-1647,9,INCLUIR,0.0,,,,22,3
RA-1648,Aluno-1648,9,INCLUIR,0.0,,,,22,3
RA-1649,Aluno-1649,9,INCLUIR,0.0,,,,23,3
RA-165,Aluno-165,4,Topázio,9.8,5.6,,7.5,14,5
RA-165,Aluno-165,FASE 5,Ametista,9.2,2.52,8.125,7.795,15,6
RA-165,Aluno-165,5L,Topázio,9.431042884999998,7.51,7.96875,7.893333333,16,3
RA-1650,Aluno-1650,9,INCLUIR,0.0,,,,22,3
RA-1651,Aluno-1651,9,INCLUIR,0.0,,,,22,3
RA-1652,Aluno-1652,9,INCLUIR,0.0,,,,22,3
RA-1653,Aluno-1653,9,INCLUIR,0.0,,,,21,3
RA-1654,Aluno-1654,9,INCLUIR,0.0,,,,22,3
RA-1655,Aluno-1655,9,INCLUIR,0.0,,,,21,2
RA-1656,Aluno-1656,9,INCLUIR,0.0,,,,22,3
RA-1657,Aluno-1657,9,INCLUIR,0.0,,,,21,3
RA-1658,Aluno-1658,9,INCLUIR,0.0,,,,22,3
RA-1659,Aluno-1659,9,INCLUIR,0.0,,,,21,3
RA-166,Aluno-166,4,Topázio,9.0,6.3,,7.542,14,2
RA-166,Aluno-166,FASE 5,Topázio,8.9,6.26,8.4375,7.4625,15,3
RA-166,Aluno-166,7E,Topázio,9.246,6.5725,7.5,7.5,16,3
RA-1660,Aluno-1660,9,INCLUIR,0.0,,,,24,3
RA-1661,Aluno-1661,9,INCLUIR,0.0,,,,21,3
RA-167,Aluno-167,4,Ametista,9.7,5.6,,7.833,16,4
RA-167,Aluno-167,FASE 5,Ametista,9.9,5.0,7.96875,7.8375,17,5
RA-167,Aluno-167,6L,Topázio,9.473684210666667,6.26,8.375,8.334,18,3
RA-168,Aluno-168,4,Ágata,8.3,6.3,,7.083,15,4
RA-168,Aluno-168,FASE 5,Agata,9.6,6.89,6.5625,6.4225,16,5
RA-169,Aluno-169,4,Quartzo,5.1,6.3,,4.792,15,4
RA-17,Aluno-17,7,Topázio,10.0,7.5,,8.292,20,0
RA-17,Aluno-17,FASE 8,,,,,,21,1
RA-17,Aluno-17,8E,,0.0,,,,22,2
RA-170,Aluno-170,4,Ágata,9.2,5.6,,5.792,14,4
RA-170,Aluno-170,FASE 3,Ametista,8.9,2.52,6.875,7.6725,15,5
RA-170,Aluno-170,4R,Ametista,8.5,5.635,7.604166667,8.028333333,16,3
RA-171,Aluno-171,4,Ágata,6.8,7.5,,6.875,16,0
RA-171,Aluno-171,FASE 5,Agata,7.2,5.0,7.1875,6.755,17,1
RA-171,Aluno-171,6L,Ametista,7.833333333333333,5.635,7.625,7.598,18,2
RA-172,Aluno-172,4,Topázio,8.9,9.4,,8.917,14,4
RA-172,Aluno-172,FASE 7,,,3.77,,,15,5
RA-172,Aluno-172,7E,Topázio,9.8,6.57,7.5,7.5,16,3
RA-173,Aluno-173,4,Ametista,9.2,6.9,,9.25,17,3
RA-173,Aluno-173,FASE 5,Ametista,8.5,6.26,8.125,7.8775,18,4
RA-173,Aluno-173,8F,,0.0,,,,19,3
RA-174,Aluno-174,4,Ágata,6.2,7.5,,6.042,15,3
RA-174,Aluno-174,FASE 4,Agata,5.6,5.0,7.5,7.2125,16,4
RA-175,Aluno-175,4,Ágata,9.2,5.6,,5.833,15,4
RA-175,Aluno-175,FASE 5,Agata,9.2,2.52,7.1875,7.085,16,5
RA-175,Aluno-175,6L,Topázio,9.473684210666667,6.26,7.5,7.766,17,3
RA-176,Aluno-176,3,Topázio,9.1,5.6,,9.083,13,4
RA-176,Aluno-176,FASE 4,Topázio,9.5,2.52,8.125,9.0025,14,5
RA-176,Aluno-176,5C,Topázio,9.545454545333333,6.26,8.59375,8.545,15,3
RA-177,Aluno-177,3,Ametista,8.8,4.4,,6.958,13,0
RA-178,Aluno-178,3,Ágata,8.8,4.4,,8.458,13,6
RA-178,Aluno-178,FASE 4,Ametista,8.7,2.52,7.65625,8.42,14,7
RA-178,Aluno-178,5A,Ametista,8.739177489333334,6.26,7.625,6.53,16,3
RA-179,Aluno-179,3,Ametista,9.2,7.5,,8.042,12,0
RA-179,Aluno-179,FASE 3,Topázio,9.4,7.52,8.59375,8.9225,13,1
RA-179,Aluno-179,4A,Topázio,9.407894737,9.38,8.75,8.44,14,2
RA-18,Aluno-18,7,Ametista,8.7,6.3,,6.875,19,0
RA-180,Aluno-180,3,Topázio,8.3,6.3,,8.625,12,4
RA-180,Aluno-180,FASE 4,Topázio,9.4,2.52,8.4375,8.92,13,5
RA-180,Aluno-180,5A,Topázio,9.431818181666666,7.51,8.125,8.674,14,3
RA-181,Aluno-181,3,Topázio,9.5,8.8,,8.458,13,3
RA-181,Aluno-181,FASE 4,Ametista,8.3,2.52,7.96875,8.2525,14,4
RA-181,Aluno-181,5A,Ametista,8.737373737333334,6.26,7.625,8.436,15,3
RA-182,Aluno-182,3,Ágata,8.0,7.5,,6.958,16,1
RA-183,Aluno-183,3,Ametista,8.8,7.5,,7.25,13,0
RA-183,Aluno-183,FASE 3,Ametista,9.7,2.52,7.96875,8.795,14,1
RA-183,Aluno-183,4A,Topázio,9.249011857666666,6.26,8.25,8.372,15,2
RA-184,Aluno-184,3,Ametista,7.7,7.5,,8.0,16,3
RA-184,Aluno-184,FASE 4,Topázio,9.5,7.52,8.59375,8.5025,13,4
RA-184,Aluno-184,5D,Topázio,8.696741854666667,6.26,7.96875,9.004,14,3
RA-185,Aluno-185,3,Ágata,7.7,7.5,,6.875,15,1
RA-186,Aluno-186,3,Ametista,8.5,7.5,,7.5,13,3
RA-186,Aluno-186,FASE 4,Ametista,9.7,2.52,7.96875,8.46,14,4
RA-186,Aluno-186,5B,Topázio,9.640151515,6.26,8.125,8.672,15,3
RA-187,Aluno-187,3,Ametista,8.9,7.5,,7.917,12,3
RA-187,Aluno-187,FASE 3,Ametista,9.9,2.52,7.96875,8.255,13,4
RA-187,Aluno-187,4C,Topázio,9.537037037,5.635,8.4375,9.06,14,3
RA-188,Aluno-188,3,Quartzo,6.1,7.5,,7.583,14,1
RA-189,Aluno-189,3,Ametista,9.7,5.0,,7.333,14,4
RA-189,Aluno-189,FASE 4,Ametista,9.4,2.52,8.28125,8.3775,15,5
RA-189,Aluno-189,5A,Topázio,10.0,6.255,6.875,8.2,16,3
RA-19,Aluno-19,7,Ametista,9.5,7.5,,7.0,19,0
RA-19,Aluno-19,FASE 7,Ametista,9.4,5.63,7.75,8.1725,20,1
RA-19,Aluno-19,8F,,0.0,,,,21,2
RA-190,Aluno-190,3,Ametista,6.9,8.8,,7.25,13,0
RA-190,Aluno-190,FASE 3,Agata,9.5,2.52,7.65625,7.9575,14,1
RA-191,Aluno-191,3,Topázio,9.4,8.8,,8.5,13,3
RA-191,Aluno-191,FASE 4,Ametista,9.7,2.52,8.125,8.4625,14,4
RA-191,Aluno-191,7E,Ametista,9.571,5.945,7.5,7.5,15,3
RA-192,Aluno-192,3,Quartzo,3.6,7.5,,4.708,15,1
RA-192,Aluno-192,FASE 4,Agata,6.2,5.0,7.1875,7.3775,16,2
RA-192,Aluno-192,5B,Agata,6.363636363666667,7.51,7.125,6.9,17,3
RA-193,Aluno-193,3,Topázio,8.9,5.6,,8.5,12,6
RA-193,Aluno-193,FASE 4,Ametista,9.4,2.52,8.125,8.17,13,7
RA-193,Aluno-193,5C,Topázio,9.848484848333333,6.26,8.4375,8.7525,14,3
RA-194,Aluno-194,3,Quartzo,6.2,5.0,,3.75,14,0
RA-195,Aluno-195,3,Ametista,9.2,5.0,,8.25,13,5
RA-195,Aluno-195,FASE 4,Ametista,9.2,2.52,8.4375,8.79,14,6
RA-195,Aluno-195,5C,Topázio,9.682539682666667,6.26,7.96875,8.965,15,3
RA-196,Aluno-196,3,Topázio,9.1,7.5,,8.625,12,4
RA-196,Aluno-196,FASE 4,Ametista,9.0,2.52,8.28125,8.2125,13,5
RA-196,Aluno-196,5C,Topázio,9.689754689666666,7.51,8.75,8.9225,14,3
RA-197,Aluno-197,3,Topázio,9.7,4.4,,8.292,13,1
RA-197,Aluno-197,FASE 4,Ametista,9.8,2.52,7.96875,8.46,14,2
RA-197,Aluno-197,5C,Topázio,9.848484848333333,6.26,7.96875,8.795,15,3
RA-198,Aluno-198,3,Quartzo,6.2,5.0,,5.958,13,5
RA-199,Aluno-199,3,Ametista,7.1,7.5,,6.458,13,0
RA-199,Aluno-199,FASE 3,Ametista,7.6,7.51,7.96875,8.505,14,1
RA-199,Aluno-199,4A,Ametista,7.554824561666667,6.88,8.125,8.206,15,2
RA-2,Aluno-2,7,Ametista,5.2,6.3,,6.778,17,5
RA-2,Aluno-2,FASE 8,,,,,,18,6
RA-2,Aluno-2,8E,,0.0,,,,19,3
RA-20,Aluno-20,7,Ametista,10.0,6.3,,7.167,19,0
RA-200,Aluno-200,3,Quartzo,5.6,4.4,,4.917,15,4
RA-200,Aluno-200,FASE 4,Quartzo,4.5,2.52,7.5,7.17,16,5
RA-201,Aluno-201,3,Ametista,7.3,7.5,,7.542,15,1
RA-202,Aluno-202,3,Quartzo,5.2,4.4,,6.917,14,5
RA-202,Aluno-202,FASE 4,Agata,7.9,2.52,7.96875,8.005,15,6
RA-202,Aluno-202,5C,Ametista,7.880952381,6.26,7.65625,7.75,16,3
RA-203,Aluno-203,3,Quartzo,4.3,7.5,,6.875,14,1
RA-204,Aluno-204,3,Ágata,6.7,4.4,,5.708,13,3
RA-204,Aluno-204,FASE 4,Ametista,7.9,2.52,8.28125,8.045,14,4
RA-204,Aluno-204,4B,Ametista,6.827094474333333,6.26,7.125,8.5875,15,3
RA-205,Aluno-205,3,Quartzo,3.8,7.5,,4.833,14,2
RA-205,Aluno-205,FASE 4,Agata,7.6,4.38,7.03125,7.09,15,3
RA-206,Aluno-206,3,Ametista,8.8,7.5,,5.167,12,0
RA-207,Aluno-207,3,Quartzo,4.8,7.5,,5.708,16,1
RA-208,Aluno-208,3,Ágata,7.1,7.5,,6.417,14,4
RA-209,Aluno-209,3,Quartzo,4.8,5.6,,3.75,14,3
RA-21,Aluno-21,7,Ágata,9.2,7.5,,7.25,18,0
RA-21,Aluno-21,FASE 8,,,,,,19,1
RA-21,Aluno-21,8E,,0.0,,,,20,2
RA-210,Aluno-210,3,Quartzo,5.1,7.5,,4.417,14,0
RA-211,Aluno-211,3,Topázio,8.8,7.5,,8.458,13,1
RA-211,Aluno-211,FASE 4,Topázio,9.4,2.52,7.65625,8.71,14,2
RA-211,Aluno-211,5A,Topázio,9.379509379666667,7.51,7.25,7.866,15,3
RA-212,Aluno-212,3,Ametista,8.4,7.5,,6.958,14,0
RA-213,Aluno-213,3,Ametista,8.7,7.5,,6.833,13,0
RA-214,Aluno-214,3,Quartzo,6.1,7.5,,5.125,15,0
RA-215,Aluno-215,3,Ametista,5.8,7.5,,6.542,13,1
RA-215,Aluno-215,FASE 4,Ametista,6.6,2.52,7.96875,7.7125,14,2
RA-215,Aluno-215,5B,Ametista,6.455627705333334,6.26,8.0,7.432,15,3
RA-216,Aluno-216,3,Ametista,8.5,7.5,,5.583,13,4
RA-217,Aluno-217,3,Ametista,8.5,7.5,,7.292,15,1
RA-217,Aluno-217,FASE 4,Agata,8.6,2.52,8.4375,8.5025,16,2
RA-217,Aluno-217,5A,Ametista,8.917748917666666,6.26,7.125,6.994,17,3
RA-218,Aluno-218,3,Ágata,7.3,7.5,,6.125,14,0
RA-218,Aluno-218,FASE 4,Quartzo,6.7,2.52,7.96875,7.88,15,1
RA-219,Aluno-219,3,Quartzo,6.9,7.5,,6.375,16,3
RA-22,Aluno-22,6,Ametista,7.4,8.1,,8.833,17,3
RA-220,Aluno-220,3,Ágata,8.1,7.5,,7.833,13,0
RA-220,Aluno-220,FASE 4,Ametista,7.6,2.52,7.1875,7.5475,14,1
RA-220,Aluno-220,5B,Ametista,8.198051948,6.26,7.25,7.332,15,2
RA-221,Aluno-221,3,Ágata,8.5,7.5,,6.0,14,0
RA-221,Aluno-221,FASE 3,Agata,9.0,5.0,7.1875,7.38,15,1
RA-222,Aluno-222,3,Quartzo,4.6,7.5,,4.917,15,3
RA-223,Aluno-223,3,Quartzo,4.6,7.5,,5.583,13,0
RA-223,Aluno-223,FASE 3,Quartzo,4.5,7.52,7.5,7.1725,14,1
RA-224,Aluno-224,3,Quartzo,4.3,7.5,,4.875,13,1
RA-225,Aluno-225,3,Quartzo,5.3,7.5,,5.708,14,0
RA-226,Aluno-226,3,Ágata,6.1,7.5,,6.208,14,0
RA-227,Aluno-227,3,Ágata,6.4,7.5,,5.833,12,0
RA-227,Aluno-227,FASE 3,Ametista,7.5,5.63,8.28125,7.4625,13,1
RA-227,Aluno-227,3A,Topázio,8.097577276666668,9.38,7.5,7.54,14,2
RA-228,Aluno-228,3,Ágata,6.7,7.5,,6.417,15,5
RA-229,Aluno-229,3,Topázio,9.4,7.5,,8.5,12,0
RA-229,Aluno-229,FASE 4,Topázio,9.8,2.52,8.28125,8.42,13,1
RA-229,Aluno-229,5C,Topázio,9.841269841333334,5.635,8.28125,8.8375,14,2
RA-23,Aluno-23,6,Ametista,8.2,8.1,,8.556,17,1
RA-23,Aluno-23,FASE 8,,,,,,18,2
RA-23,Aluno-23,8E,,0.0,,,,19,3
RA-230,Aluno-230,3,Ágata,5.1,7.5,,6.75,14,0
RA-231,Aluno-231,3,Ágata,7.4,7.5,,5.333,14,0
RA-232,Aluno-232,3,Quartzo,4.9,7.5,,4.542,12,0
RA-233,Aluno-233,3,Ágata,7.4,7.5,,5.5,14,0
RA-234,Aluno-234,3,Ágata,7.6,5.6,,5.583,13,0
RA-234,Aluno-234,FASE 3,Agata,8.0,2.52,4.84375,5.595,14,1
RA-235,Aluno-235,3,Ágata,7.3,7.5,,6.417,14,0
RA-236,Aluno-236,3,Ametista,7.5,7.5,,7.208,12,0
RA-236,Aluno-236,FASE 3,Ametista,7.5,7.52,7.1875,7.2975,13,1
RA-236,Aluno-236,4F,Agata,7.890668700666666,6.26,6.875,6.362,14,2
RA-237,Aluno-237,3,Topázio,9.0,7.5,,8.417,14,0
RA-237,Aluno-237,FASE 4,Ametista,9.5,2.52,8.125,8.96,15,1
RA-237,Aluno-237,5F,Ametista,9.689754689666666,6.26,7.916666667,8.336666667,16,2
RA-238,Aluno-238,3,Ágata,6.4,5.0,,7.208,14,1
RA-239,Aluno-239,3,Quartzo,3.7,7.5,,5.958,15,1
RA-239,Aluno-239,FASE 4,Agata,8.4,5.0,8.125,7.6275,16,2
RA-239,Aluno-239,4F,Agata,6.361737677333333,5.635,7.875,8.502,17,3
RA-24,Aluno-24,6,Topázio,7.9,6.9,,9.111,17,1
RA-240,Aluno-240,3,Ágata,8.1,5.0,,7.042,13,5
RA-240,Aluno-240,FASE 4,Agata,6.7,2.52,6.875,6.9175,14,6
RA-241,Aluno-241,3,Topázio,10.0,7.5,,9.125,14,6
RA-241,Aluno-241,FASE 4,Ametista,9.9,2.52,8.75,9.545,15,7
RA-241,Aluno-241,7E,Topázio,9.891666667,7.1975,7.5,7.5,16,3
RA-242,Aluno-242,3,Topázio,9.7,5.6,,8.708,13,4
RA-242,Aluno-242,FASE 4,Topázio,9.7,2.52,8.59375,9.3775,14,5
RA-242,Aluno-242,7E,Topázio,9.621,6.26,7.5,7.5,15,3
RA-243,Aluno-243,3,Ágata,8.7,5.0,,7.875,15,0
RA-244,Aluno-244,3,Topázio,9.4,6.3,,9.208,12,4
RA-244,Aluno-244,FASE 4,Ametista,8.8,2.52,8.125,8.8325,13,5
RA-244,Aluno-244,5G,Topázio,10.0,6.26,8.125,8.17,14,3
RA-245,Aluno-245,3,Topázio,9.9,7.5,,9.25,14,6
RA-245,Aluno-245,FASE 4,Ametista,10.0,2.52,8.75,9.5875,15,7
RA-245,Aluno-245,7E,Topázio,9.953333333,6.885,7.5,7.5,16,3
RA-246,Aluno-246,3,Topázio,9.4,7.5,,9.167,13,0
RA-246,Aluno-246,FASE 4,Topázio,9.9,4.39,8.125,8.9175,14,1
RA-246,Aluno-246,7E,Quartzo,0.0,6.57,7.5,7.5,15,2
RA-247,Aluno-247,3,Ametista,8.2,7.5,,7.875,13,1
RA-247,Aluno-247,FASE 3,Ametista,8.5,7.52,8.28125,7.5425,14,2
RA-247,Aluno-247,4B,Agata,8.306595365666666,6.26,7.75,8.5875,15,3
RA-248,Aluno-248,3,Ametista,7.6,7.5,,7.292,13,0
RA-249,Aluno-249,3,Quartzo,7.4,5.0,,4.292,14,5
RA-249,Aluno-249,FASE 3,Quartzo,8.2,5.0,5.15625,6.545,15,6
RA-249,Aluno-249,4F,Agata,6.645021645,5.0,6.75,7.064,16,3
RA-25,Aluno-25,6,Ametista,8.3,8.8,,9.667,17,1
RA-25,Aluno-25,FASE 8,,,,,,18,2
RA-25,Aluno-25,8E,,0.0,,,,19,3
RA-250,Aluno-250,3,Ametista,8.6,7.5,,7.625,12,0
RA-250,Aluno-250,FASE 3,Ametista,9.3,5.63,7.96875,8.625,13,1
RA-250,Aluno-250,4H,Topázio,9.629629629666667,6.88,8.958333333,8.95,14,2
RA-251,Aluno-251,3,Ágata,8.1,5.6,,6.625,15,4
RA-251,Aluno-251,FASE 4,Agata,8.0,2.52,7.34375,7.835,16,5
RA-251,Aluno-251,5N,Agata,8.612836439,5.63,6.875,7.326666667,17,3
RA-252,Aluno-252,3,Quartzo,2.8,7.5,,3.875,14,4
RA-253,Aluno-253,3,Quartzo,3.6,5.0,,3.75,15,3
RA-254,Aluno-254,3,Ágata,7.4,5.6,,6.917,14,3
RA-254,Aluno-254,FASE 4,,8.8,,7.8125,7.71,15,4
RA-255,Aluno-255,3,Quartzo,3.8,5.0,,5.542,14,3
RA-256,Aluno-256,3,Ametista,8.5,5.0,,6.708,12,3
RA-257,Aluno-257,3,Quartzo,6.4,5.6,,6.708,14,4
RA-258,Aluno-258,3,Ágata,7.3,5.6,,6.125,12,4
RA-258,Aluno-258,3H,Agata,6.944444444333333,7.51,7.34375,6.732,14,3
RA-259,Aluno-259,3,Quartzo,2.9,7.5,,4.625,16,5
RA-26,Aluno-26,6,Topázio,8.8,10.0,,10.0,17,0
RA-26,Aluno-26,FASE 7,,,7.52,,,18,1
RA-26,Aluno-26,8F,,0.0,,,,19,2
RA-260,Aluno-260,3,Ametista,8.2,7.5,,6.458,13,3
RA-260,Aluno-260,FASE 3,Topázio,9.9,7.52,7.34375,7.4175,14,4
RA-260,Aluno-260,4F,Topázio,9.674603174666666,7.51,7.875,8.502,15,3
RA-261,Aluno-261,3,Ágata,7.2,5.6,,7.042,14,3
RA-262,Aluno-262,3,Quartzo,5.8,5.6,,5.625,15,1
RA-262,Aluno-262,FASE 4,Quartzo,3.7,5.0,7.03125,6.05,16,2
RA-262,Aluno-262,4F,Quartzo,4.854560643666667,7.51,7.0,6.296,17,3
RA-263,Aluno-263,3,Quartzo,5.6,7.5,,4.417,15,3
RA-264,Aluno-264,3,Ametista,9.2,5.6,,6.625,15,0
RA-265,Aluno-265,3,Ametista,7.7,7.5,,7.917,13,3
RA-265,Aluno-265,FASE 4,,8.7,,7.96875,7.88,14,4
RA-266,Aluno-266,3,Quartzo,5.8,5.6,,6.583,16,3
RA-267,Aluno-267,3,Ágata,7.4,5.0,,6.292,15,6
RA-267,Aluno-267,FASE 4,,7.7,,4.6875,6.505,16,7
RA-267,Aluno-267,5G,Quartzo,8.285533910333333,6.26,4.583333333,6.273333333,17,3
RA-268,Aluno-268,3,Ágata,6.7,6.3,,7.208,14,1
RA-269,Aluno-269,3,Topázio,8.6,6.3,,7.25,13,0
RA-269,Aluno-269,FASE 4,Topázio,9.0,2.52,8.59375,8.7975,14,1
RA-269,Aluno-269,7E,Topázio,9.6,7.505,7.5,7.5,15,2
RA-27,Aluno-27,6,Ametista,7.6,8.1,,9.111,17,6
RA-27,Aluno-27,FASE 7,Ametista,7.7,6.89,8.625,8.8825,17,7
RA-27,Aluno-27,8F,,0.0,,,,18,3
RA-270,Aluno-270,3,Topázio,8.4,6.9,,8.125,13,3
RA-270,Aluno-270,FASE 4,Ametista,9.0,2.52,8.75,9.1275,14,4
RA-270,Aluno-270,7E,Quartzo,0.0,6.2575,7.5,7.5,15,3
RA-271,Aluno-271,3,Ametista,8.5,5.6,,6.958,15,0
RA-271,Aluno-271,FASE 4,Agata,9.3,2.52,8.125,7.7125,16,1
RA-271,Aluno-271,5M,Ametista,8.958333333333334,6.26,7.5,6.7475,17,2
RA-272,Aluno-272,3,Ágata,5.7,7.5,,6.417,14,1
RA-273,Aluno-273,3,Quartzo,5.3,7.5,,5.833,14,4
RA-273,Aluno-273,FASE 3,Agata,7.4,2.52,7.8125,7.6275,15,5
RA-273,Aluno-273,4N,Agata,7.323153899,6.26,8.125,6.896,16,3
RA-274,Aluno-274,3,Ametista,8.3,7.5,,7.0,11,3
RA-274,Aluno-274,FASE 4,Topázio,9.5,5.63,7.65625,8.295,12,4
RA-274,Aluno-274,5L,Topázio,9.648148147999999,5.635,8.125,8.226666667,13,3
RA-275,Aluno-275,3,Ágata,6.9,7.5,,6.667,15,4
RA-276,Aluno-276,3,Quartzo,5.7,5.6,,5.125,14,5
RA-276,Aluno-276,FASE 4,Agata,8.5,2.52,7.03125,6.585,15,6
RA-277,Aluno-277,3,Ametista,8.8,7.5,,7.208,14,1
RA-277,Aluno-277,FASE 4,Ametista,9.9,7.52,8.125,8.7525,15,2
RA-277,Aluno-277,7E,Topázio,9.741666667,6.5725,7.5,7.5,16,3
RA-278,Aluno-278,3,Ametista,9.2,5.6,,7.417,12,4
RA-278,Aluno-278,FASE 4,Ametista,9.8,5.63,8.75,8.3775,13,5
RA-278,Aluno-278,5N,Topázio,9.855072463666666,7.51,8.125,7.946666667,14,3
RA-279,Aluno-279,3,Topázio,9.9,6.3,,8.208,13,3
RA-279,Aluno-279,FASE 4,Topázio,10.0,6.27,8.75,9.2125,14,4
RA-279,Aluno-279,5N,Topázio,10.0,7.51,8.333333333,8.726666667,15,3
RA-28,Aluno-28,6,Ágata,6.1,7.5,,6.333,17,3
RA-280,Aluno-280,3,Ametista,9.2,7.5,,7.333,13,1
RA-280,Aluno-280,FASE 4,Topázio,9.5,7.52,8.28125,8.7125,14,2
RA-280,Aluno-280,5N,Topázio,9.855072463666666,6.26,8.333333333,8.67,15,3
RA-281,Aluno-281,3,Ágata,6.9,7.5,,5.625,13,3
RA-282,Aluno-282,3,Ágata,6.8,7.5,,5.625,13,3
RA-283,Aluno-283,3,Ametista,8.8,7.5,,6.625,14,2
RA-283,Aluno-283,FASE 3,Ametista,9.5,7.52,7.03125,7.5025,15,3
RA-283,Aluno-283,4N,Ametista,9.761904762,6.885,7.8125,7.736,16,3
RA-284,Aluno-284,3,Quartzo,5.1,5.6,,5.958,13,0
RA-285,Aluno-285,3,Quartzo,4.1,7.5,,5.75,16,2
RA-285,Aluno-285,FASE 4,Quartzo,4.6,2.52,7.65625,7.13,17,3
RA-286,Aluno-286,3,Quartzo,5.8,6.3,,5.625,15,0
RA-286,Aluno-286,FASE 4,Quartzo,7.5,5.0,8.125,7.3375,16,1
RA-286,Aluno-286,5M,Quartzo,4.031862745000001,6.26,7.34375,5.7825,17,2
RA-287,Aluno-287,3,Quartzo,3.4,5.0,,4.292,17,0
RA-287,Aluno-287,FASE 4,Quartzo,4.8,2.52,4.21875,5.375,18,1
RA-288,Aluno-288,3,Quartzo,5.6,6.3,,6.833,16,0
RA-289,Aluno-289,3,Ágata,7.8,6.3,,7.25,14,2
RA-29,Aluno-29,6,Quartzo,4.0,8.8,,7.611,17,0
RA-29,Aluno-29,FASE 8,,,,,,18,1
RA-29,Aluno-29,8E,,0.0,,,,19,2
RA-290,Aluno-290,3,Quartzo,3.9,6.3,,6.042,17,0
RA-291,Aluno-291,3,Topázio,8.2,6.9,,7.792,13,0
RA-291,Aluno-291,FASE 4,Topázio,8.6,7.52,8.90625,9.21,14,1
RA-291,Aluno-291,7E,Ametista,9.737666667,6.26,7.5,7.5,15,2
RA-292,Aluno-292,3,Quartzo,3.7,7.5,,6.292,16,0
RA-293,Aluno-293,3,Quartzo,2.9,7.5,,3.333,13,0
RA-294,Aluno-294,3,Quartzo,5.8,7.5,,5.917,18,0
RA-295,Aluno-295,3,Ametista,8.0,7.5,,7.375,14,0
RA-295,Aluno-295,FASE 4,Ametista,8.8,2.52,9.0625,9.005,15,1
RA-296,Aluno-296,3,Quartzo,3.6,7.5,,3.833,15,0
RA-297,Aluno-297,3,Ametista,7.9,6.3,,7.417,13,0
RA-298,Aluno-298,3,Ágata,6.3,5.6,,5.417,13,3
RA-298,Aluno-298,FASE 3,Agata,8.6,2.52,7.5,7.7525,14,4
RA-299,Aluno-299,3,Ametista,8.2,5.0,,6.708,13,3
RA-299,Aluno-299,FASE 4,Agata,9.6,2.52,7.96875,8.005,14,4
RA-299,Aluno-299,5N,Topázio,8.963768115999999,6.26,7.5,7.5,15,3
RA-3,Aluno-3,7,Ágata,7.9,5.6,,7.556,17,6
